dollarsobligated,currentcontractvalue,ultimatecontractvalue,originalmajoragency,majoragency,originalcontractingagency,modifiedcontractingagency,contractingagency,contractingoffice,originalmajorfundingagency,majorfundingagency,modifiedfundingagency,programfundingagency,programfundingoffice,fundedbyforeigngovernmentorinter,agencywithintas,accountwithintas,subaccountwithintas,accounttitle,recoveryflag,signeddatecharacter,datesigned,effectivedatecharacter,effectivedate,currentcompletiondatecharacter,currentcompletiondate,ultimatecompletiondatecharacter,ultimatecompletiondate,idvtype,reasonformodification,typeofcontractpricing,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogram,contingencyhumanitarianorpeaceke,costorpricingdatadod,contractfinancing,costaccountingstandardsclause,contractdescription,purchasecardaspaymentmethod,numberofactions,nationalinterestaction,idvlastdatetoordercharacter,idvlastdatetoorder,typeofidc,multipleorsingleawardidc,programacronym,bestvendorname,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingbusinessasname,bestvendornametype,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,vendoraddressline1,vendoraddressline2,vendoraddressline3,vendoraddresscity,originalvendoraddressstate,vendoraddressstate,vendoraddressstatelong,vendorzipcode,vendorcountry,originalvendorcongressionaldistr,vendorcongressionaldistrictmodif,vendorcongressionaldistrict,vendorsitecode,vendoralternatesitecode,vendordunsnumber,vendorduns,vendorphonenumber,vendorfaxnumber,ccrregistrationdatecharacter,ccrregistrationdate,ccrrenewaldatecharacter,ccrrenewaldate,parentname,changedparentname,bestparentname,parentduns13digit,parentduns,combinedduns,placeofperformancecode,originalplaceofperformancestate,placeofperformancestate,placeofperformancestateoriginal,placeofperformancecountry,placeofperformancezipcode,originalplacecongressionaldistri,placecongressionaldistrictmodifi,placeofperformancecongdistrict,majorproductorservicecode,productorservicecode,dodprogramsystemorequipmentcode,dodclaimantprogramcode,principalnaicscode,informationtechnologycommerciali,govtfurnishedequipmentorproperty,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundlingreason,consolidatedcontract,productcountryoforigin,uscontract,identifyingagencyid,procurementinstrumentid,modificationnumber,transactionnumber,fiscalyear,idvidentifyingagencyid,idvprocurementinstrumentid,idvmodificationnumber,solicitationid,uniquetransactionid,transactionstatus,competitioncategory,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedu,commercialitemtestprogram,smallbusinesscompetdemonstration,a76fairactaction,competitiveprocedures,solicitationprocedures,typeofsetaside,evaluatedpreference,typeofresearch,statutoryexceptiontofairopportun,businesssizedetermination,subcontractingplan,priceevaluationpercentdifference,fedbizopps,localareasetaside,organizationaltype,numberofemployees,annualrevenue,afirm,histunderutilizedbusinesszonehub,smalldisadvantagedbusiness,shelteredworkshopjwodprovider,historicallyblackcollegeoruniver,educationalinstitution,womanownedbusiness,veteranownedbusiness,servicedisabledveteranownedfirm,localgovernment,minorityinstitution,americanindianownedbusiness,stategovernment,federalgovernment,minorityownedbusiness,asianpacificamericanownedbusines,tribalgovernment,blackamericanownedbusiness,nativeamericanownedbusiness,subcontinentasianasianindianamer,hispanicamericanownedbusiness,hospital,forprofitorganization,nonprofitorganization,othernotforprofitorganization,foundation,hispanicservicinginstitution,landgrantcollege,v172,v173,veterinarycollege,veterinaryhospital,privateuniversityorcollege,schoolofforestry,statecontrolledinstitutionhigher,serviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,airportauthority,councilofgovernments,housingauthoritypublicortribal,interstateentity,planningcommission,portauthority,transitauthority,subchapterscorporation,limitedliabilitycorporation,foreignownedandlocated,architectureorengineering,dotcertifieddisadvantagedbusines,citylocalgovernment,communitydevelopcorpownedfirm,communitydevelopmentcorporation,constructionfirm,manufacturerofgoods,corporateentitynottaxexempt,countylocalgovernment,domesticshelter,federalagency,federallyfundedresearchanddevelc,foreigngovernment,indiantribefederallyrecognized,intermunicipallocalgovernment,internationalorganization,laborsurplusareafirm,localgovernmentowned,municipalitylocalgovernment,nativehawaiianownedfirm,otherbusinessororganization,otherminorityownedbusiness,partnershiporlimitedliabilitypar,schooldistrictlocalgovernment,smallagriculturalcooperative,soleproprietorship,townshiplocalgovernment,triballyownedfirm,tribalcollege,alaskannativeownedfirm,corporateentitytaxexempt,interagencycontractingauthority,sbacertifiedsmalldisadvantagedbu,emergingsmallbusiness,womenownedsmallbusiness,economicallydisadvantagedwomenow,womenownedsmallbusinessjointvent,economicallydisadvwomenownedsmal,manufacturingorganizationtype,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,v237,rando,effective_year,effective_month,effective_day,signed_year,signed_month,signed_day
5843.2,5843.2,5843.2,7000,Dept. of Homeland Security,7003,7003: Bureau of Citizenship and Immigration,Bureau of Citizenship and Immigration,ERBUR,7000,Dept. of Homeland Security,7003: Bureau of Citizenship and Immigration,Bureau of Citizenship and Immigration,ERBUR,Not Applicable,,,,,,08/04/2010,08/04/2010,08/04/2010,08/04/2010,08/20/2010,08/20/2010,08/20/2010,08/20/2010,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X,TONER,No,1,NONE,,,,,,"ABM OFFICE SUPPLY CO, INC","ABM OFFICE SUPPLY CO, INC",,,,Invalid code: ,,,,,,5 RESEARCH PARK DR,,,SAINT CHARLES,MO,MO: Missouri,MO,633045685,UNITED STATES,MO09,MO09,MO09,,,64632888,64632888,,,,,,,ABM FEDERAL SALES  INC.,ABM FEDERAL SALES  INC.,ABM FEDERAL SALES  INC.,64632888,64632888,,,CA,CA: California,CA: CALIFORNIA,United States,926773401,CA48,CA48,CA48,75: Office supplies and devices,7510: Office Supplies,,,339944: Carbon Paper and Inked Ribbon Manufacturing,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Mfg in U.S.,7003: Bureau of Citizenship and Immigration,HSSCCG10F00311,0,0,2010,4730: Federal Supply Service,GS14F0167D,0,,27ad4e9031ccc30fb56c3939ac660ee4,active,Full and open competition,A: Full and Open Competition, ,11,A,N,No,No,,MAFO: Multiple Award Fair Opportunity,NONE: No set aside used.,No Preference used,Invalid code: ,No Exception -- Fair Opportunity given,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,N,,0,$0.00,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.5540621,2010,8,4,2010,8,4
61875,0,0,9700,Dept. of Defense,97AS,97AS: Defense Logistics Agency,Defense Logistics Agency,0500,9700,Dept. of Defense,97AS: Defense Logistics Agency,Defense Logistics Agency,,Not Applicable,,,,,,06/25/2002,06/25/2002,06/25/2002,06/25/2002,10/25/2002,10/25/2002,,,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,X,,None,No,FAR 52.232-16 Progress Payments,X, ,No,1,NONE,,,,,,BADGER TRUCK CENTER,BADGER TRUCK CENTER,,,,Invalid code: ,,,,,,2326 W ST PAUL AVE,,,MILWAUKEE,WI,WI: Wisconsin,WI,53233,UNITED STATES,WI04,WI04,WI04,,,23363542,23363542,,,,,,,BADGER TRUCK CENTER  INC,BADGER TRUCK CENTER  INC,BADGER TRUCK CENTER  INC,23363542,23363542,023363542,53000,WI,WI: Wisconsin,WI: ,United States,,WI00,WI90,WI00,53: Hardware and abrasives,5330: Packing and Gasket Materials,4000,C9E,"332722: Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,No,Not Required,No Clauses Included,,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",SP054002MED08,0,0,2002, ,,0,,c057287864b2bb68f3f3263f71a0e2d8,active,Full and open competition,A: Full and Open Competition, ,2,D,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,Yes,X,X,No,,,-1.7833525,2002,6,25,2002,6,25
3480,3480,3480,,Dept. of Defense,97AS,97AS: Defense Logistics Agency,Defense Logistics Agency,SPM4A6,9700,Dept. of Defense,97AS: Defense Logistics Agency,Defense Logistics Agency,SPM4A6,Not Applicable,,,,,,10/23/2008,10/23/2008,10/23/2008,10/23/2008,02/13/2009,02/13/2009,02/13/2009,02/13/2009,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,X,,None,No,Not Applicable,X,"4508969849!SPACER,SLEEVE",No,1,NONE,,,,,,"ADVANCED CNC MANUFACTURING, INC","ADVANCED CNC MANUFACTURING, INC",,,,Invalid code: ,,,,,,2313 DESTINY WAY,,,ODESSA,FL,FL: Florida,FL,335563411,UNITED STATES,FL05,FL05,FL05,109905625,335563411,109905625,109905625,,,05/06/2002,05/06/2002,07/08/2009,07/08/2009,ADVANCED CNC MANUFACTURING  INC,ADVANCED CNC MANUFACTURING  INC,ADVANCED CNC MANUFACTURING  INC,109905625,109905625,109905625,,FL,FL: Florida,FL: FLORIDA,United States,335563411,FL05,FL05,FL05,53: Hardware and abrasives,"5365: Bushings, Rings, Shims, and Spacers",000,C9E,332510: Hardware Manufacturing,NOT IT PRODUCTS OR SERVICES,No,Not Required,No Clauses Included,U,Not a bundled requirement,No,United States,Mfg in U.S.,"9700: DEFENSE, Department of",0001,0,0,2009,"9700: DEFENSE, Department of",SPM4A609D0018,0,,6220351a00668bf3934e9af28a118812,active,Full and open competition,A: Full and Open Competition, ,2,D,N,No,No,,NP: Negotiated Proposal / Quote,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,CORPORATE NOT TAX EXEMPT,12,$1200000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.8537586,2008,10,23,2008,10,23
-303,-303,-303,9700,Dept. of Defense,2100,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W53W9L,9700,Dept. of Defense,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W53W9L,Not Applicable,97,4930,,,,09/29/2011,09/29/2011,11/05/2009,11/05/2009,07/26/2006,07/26/2006,07/26/2006,07/26/2006,Purchase Order (PO),Close Out,Fixed Price,X,No,X,,None,Invalid code: ,Not Applicable,X,REPAIR PARTS,No,1,NONE,,,,,,AP AND T NORTH AMERICA INCORPORATED,AP AND T NORTH AMERICA INCORPORATED,"AP & T NORTH AMERICA, INC.",,,Invalid code: ,,,,,,4817 PERSIMMON CT,,,MONROE,NC,NC: North Carolina,NC,281109314,UNITED STATES,NC09,NC09,NC09,0625313890000,,62531389,62531389,,,04/30/2001,04/30/2001,05/11/2007,05/11/2007,"A P & T NORTH AMERICA, INC.","A P & T NORTH AMERICA, INC.","A P & T NORTH AMERICA, INC.",62531389,62531389,,,IN,IN: Indiana,IN: INDIANA,United States,475225099,IN08,IN08,IN08,34: Metalworking machinery,"3442: Hydraulic and Pneumatic Presses, Power Driven",000,C9E,333911: Pump and Pumping Equipment Manufacturing,NOT IT PRODUCTS OR SERVICES,No,Meets Requirements,No Clauses Included,N,Invalid code: ,No, ,Not a manufactured end product,"9700: DEFENSE, Department of",W53W9L06P0083,P00001,0,2011, ,,0,,f1ad9f8e99913f3cf7851285720ab453,active,Not competed,C: Not Competed,ONE: Only One Source - Other,1,D,N,No,No,,SSS: Single Source Selected,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Yes: transaction subject to FedBizOpps,,,21,$9350430.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,A,X,X,X,No,,,-1.6467543,2009,11,5,2011,9,29
655,6300,6300,,Dept. of Veterans Affairs,3600,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",00242, ,Dept. of Veterans Affairs,"3600: VETERANS AFFAIRS, Department of", ,,Not Applicable,,,,,,01/01/2005,01/01/2005,01/01/2005,01/01/2005,03/31/2005,03/31/2005,03/31/2005,03/31/2005,Delivery Order (DO),Invalid code: ,Fixed Price,X,Yes,No,,None,Invalid code: ,Invalid code: ,X,PEST CONTROL CONTRACT,No,1,NONE,,,,,,ABELL PEST CONTROL INC,ABELL PEST CONTROL INC,,,,Invalid code: ,,,,,,,,,,,"ZZ: Invalid code, or not in U.S.",,,,ZZ,ZZ,ZZ,,,5577320,5577320,,,,,,,ABELL PEST CONTROL INC,ABELL PEST CONTROL INC,ABELL PEST CONTROL INC,5577320,5577320,005577320,,NY,NY: New York,NY: NEW YORK,United States,132205120,NY25,NY25,NY25,S: Utilities and housekeeping services,S207: Insect and Rodent Control Services,,, ,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"3600: VETERANS AFFAIRS, Department of",V5285C4163,0,0,2005,"3600: VETERANS AFFAIRS, Department of",V528A7P2227,0,,050c7f13f59f22f16de117bfa49c0096,active,Follow-on to previous contract,E: Follow On to Competed Action,FOC: Follow-on Contract,1,D,N,Yes,No,,SSS: Single Source Selected,NONE: No set aside used.,No Preference used,Invalid code: ,Follow-on Delivery Order Following Competitive Initial Order,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,Yes,X,No,,,-1.7143632,2005,1,1,2005,1,1
17000,0,0,1500,Dept. of Justice,1540,1540: Bureau of Prisoners/Federal Prison System,Bureau of Prisoners/Federal Prison System,PHXAZ,1500,Dept. of Justice,1540: Bureau of Prisoners/Federal Prison System,Bureau of Prisoners/Federal Prison System,,Not Applicable,,,,,,06/15/2003,06/15/2003,06/15/2003,06/15/2003,03/15/2004,03/15/2004,03/15/2004,03/15/2004,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,AMPHENOL CORP,AMPHENOL CORP,,,,Invalid code: ,,,,,,40-60 DELAWARE ST,,,SIDNEY,NY,NY: New York,NY,138381304,UNITED STATES,NY20,NY20,NY20,,,1827633,1827633,,,,,,,AMPHENOL CORPORATION,AMPHENOL CORPORATION,AMPHENOL CORPORATION,1827633,1827633,001827633,67334,NY,NY: New York,NY: ,United States,,NY00,NY90,NY00,59: Electrical and electronic equipment components,5999: Miscellaneous Electrical and Electronic Components,,,334417: Electronic Connector Manufacturing,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,1540: Bureau of Prisoners/Federal Prison System,PHXAZ200306C45001442471PIC403499,0,0,2003,1540: Bureau of Prisoners/Federal Prison System,1PIC403499,0,,231a31d1af8649765c72dfcefc18d210,active,Full and open competition,A: Full and Open Competition, ,2,D,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,Yes,X,X,No,,,-2.2209818,2003,6,15,2003,6,15
-35000,0,0,,Dept. of Defense,2100,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",W912DY,9700,Dept. of Defense,"2100: ARMY, Department of the (except Corps of Engineers Civil Program Financing)","ARMY, Department of the (except Corps of Engineers Civil Program Financing)",,Not Applicable,,,,,,03/15/2004,03/15/2004,03/15/2004,03/15/2004,03/31/2004,03/31/2004,,,Delivery Order (DO),Change Order,Fixed Price,X,No,No,,None,No,Not Applicable,X, ,No,1,NONE,,,,,,EARTH TECH INC,EARTH TECH INC,,,,Invalid code: ,,,,,,6406 CASTLEWAY CT STE 100,,,INDIANAPOLIS,IN,IN: Indiana,IN,46250,UNITED STATES,IN05,IN05,IN05,,,790423347,790423347,,,,,,,"AECOM TECHNICAL SERVICES, INC.","AECOM TECHNICAL SERVICES, INC.","AECOM TECHNICAL SERVICES, INC.",790423347,790423347,790423347,,TX,TX: Texas,TX: ,United States,,TX00,TX90,TX00,"R: Professional, admin, and management support services",R425: Engineering and Technical Services,000,S1, ,NON-COMMERCIAL ITEM,No,Not Required,Invalid code: ,U,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",0097,3,0,2004,"9700: DEFENSE, Department of",DACA8797D0037,0,,a2e806711564c37228fd7927174c6da2,active,Competed after exclusion of sources,A: Full and Open Competition, ,1,D,N,No,No,,Invalid code: ,NONE: No set aside used.,No Preference used,Invalid code: ,Only One Source - Other,Other Than Small Business,Plan Required - Incentive Not Included,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,Yes,X,No,,,-2.0164778,2004,3,15,2004,3,15
44692,0,0,9700,Dept. of Defense,5700,"5700: AIR FORCE, Department of the (Headquarters, USAF)","AIR FORCE, Department of the (Headquarters, USAF)",QA02,9700,Dept. of Defense,"5700: AIR FORCE, Department of the (Headquarters, USAF)","AIR FORCE, Department of the (Headquarters, USAF)",,Not Applicable,,,,,,04/11/2003,04/11/2003,04/11/2003,04/11/2003,04/18/2003,04/18/2003,,,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,No,,None,No,Not Applicable,X, ,No,1,NONE,,,,,,AIRTRAN AIRWAYS INC,AIRTRAN AIRWAYS INC,,,,Invalid code: ,,,,,,9955 AIRTRAN BLVD,,,ORLANDO,FL,FL: Florida,FL,32827,UNITED STATES,FL08,FL08,FL08,,,835432501,835432501,,,,,,,AIRTRAN HOLDINGS  INC.,AIRTRAN HOLDINGS  INC.,AIRTRAN HOLDINGS  INC.,929783637,929783637,929783637,53000,FL,FL: Florida,FL: ,United States,,FL00,FL90,FL00,"V: Transportation, travel and relocation services",V221: Passenger Air Charter Service,3000,S1,481211: Nonscheduled Chartered Passenger Air Transportation,,No,Not Required,No Clauses Included,U,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",F1162603P0356,0,0,2003, ,,0,,e8d68927bd9a377df1a779a1dcb249b4,active,Full and open competition,A: Full and Open Competition, ,5,A,Y,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,Yes,X,No,,,-1.9903911,2003,4,11,2003,4,11
54000,0,0,1300,Dept. of Commerce,1330,1330: Natl. Oceanic and Atmospheric Admin. / Under Sec. Oceans and Atmosphere,Natl. Oceanic and Atmospheric Admin. / Under Sec. Oceans and Atmosphere,000EA,1300,Dept. of Commerce,1330: Natl. Oceanic and Atmospheric Admin. / Under Sec. Oceans and Atmosphere,Natl. Oceanic and Atmospheric Admin. / Under Sec. Oceans and Atmosphere,,Not Applicable,,,,,,09/15/2003,09/15/2003,09/15/2003,09/15/2003,09/15/2004,09/15/2004,09/15/2004,09/15/2004,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,BELLSOUTH,BELLSOUTH,,,,Invalid code: ,,,,,,675 W PEACHTREE ST NW,,,ATLANTA,GA,GA: Georgia,GA,303081989,UNITED STATES,GA05,GA05,GA05,,,6925333,6925333,,,,,,,AT&T INC.,AT&T INC.,AT&T INC.,108024050,108024050,108024050,4000,GA,GA: Georgia,GA: ,United States,,GA00,GA90,GA00,S: Utilities and housekeeping services,"S113: Telephone and/or Communications Services (includes Telegraph, Telex, and Cablevision Services)",,,513390: Other Telecommunications,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,1330: Natl. Oceanic and Atmospheric Admin. / Under Sec. Oceans and Atmosphere,000EA200309BEA133E04SE0191,0,0,2003, ,,,,7f95f380b82ade1697bfc522e9c1fe26,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,0,A,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,No,X,No,,,-2.2395735,2003,9,15,2003,9,15
15100,0,0,9700,Dept. of Defense,1700,"1700: NAVY, Department of the","NAVY, Department of the",C4255,9700,Dept. of Defense,"1700: NAVY, Department of the","NAVY, Department of the",,Not Applicable,,,,,,02/13/2002,02/13/2002,02/13/2002,02/13/2002,02/28/2002,02/28/2002,,,Delivery Order (DO),Supplemental Agreement for work within scope,Fixed Price,X,No,No,,None,No,Percentage of Completion Progress Payments,X, ,No,1,NONE,,,,,,"ALL STAR MAINTENANCE,  INC  -","ALL STAR MAINTENANCE,  INC  -",,,,Invalid code: ,,,,,,12250 EL CAMINO REAL,,,SAN DIEGO,CA,CA: California,CA,92130,UNITED STATES,CA50,CA50,CA50,,,611082066,611082066,,,,,,,ALL STAR MAINTENANCE  INC.,ALL STAR MAINTENANCE  INC.,ALL STAR MAINTENANCE  INC.,611082066,611082066,611082066,22640,WA,WA: Washington,WA: ,United States,,WA00,WA90,WA00,"Z: Maintenance, repair, or alteration of real property","Z161: Maintenance, Repair or Alteration of Real Property -- Family Housing Facilities",2000,C2,233220: Multifamily Housing Construction,,No,Not Required,Invalid code: ,N,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",0040,1,0,2002,"9700: DEFENSE, Department of",N4425596D0170,0,,391fed7a91d9c1da02118159f496c531,active,Not competed,C: Not Competed,URG: Urgency,1,D,N,Yes,No,,Invalid code: ,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,Yes,No,No,,,-2.0469196,2002,2,13,2002,2,13
1200000,0,0,3600,Dept. of Veterans Affairs,3600,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",00637,3600,Dept. of Veterans Affairs,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",,Not Applicable,,,,,,09/15/2000,09/15/2000,09/15/2000,09/15/2000,11/15/2001,11/15/2001,11/15/2001,11/15/2001,Definitive Contract (DCA),Invalid code: ,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,A & D FIRE PROTECTION INC,A & D FIRE PROTECTION INC,,,,Invalid code: ,,,,,,11465 WOODSIDE AVE FL 1,,,SANTEE,CA,CA: California,CA,920714725,UNITED STATES,CA52,CA52,CA52,,,189049984,189049984,,,,,,,A & D FIRE PROTECTION  INC.,A & D FIRE PROTECTION  INC.,A & D FIRE PROTECTION  INC.,189049984,189049984,189049984,2140,NC,NC: North Carolina,NC: ,United States,,NC00,NC90,NC00,"Z: Maintenance, repair, or alteration of real property","Z141: Maintenance, Repair or Alteration of Real Property -- Hospitals and Infirmaries",,, ,,No,Invalid code: ,Invalid code: ,,Invalid code: ,No, ,Invalid code: ,"3600: VETERANS AFFAIRS, Department of",00637200009DV637C526,0,0,2000, ,,,,14198b239ccd6d410007c1bc125ddc7c,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,1,D,N,Yes,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,Yes,No,No,No,No,No,,X,X,Yes,No,,,-2.8927968,2000,9,15,2000,9,15
